timestamp,HRJLevel,HRNLevel,LCLLevel,SRVLevel
4549,-0.006,10.447,-0.033,3.305
4550,-0.006,10.445,-0.035,3.302
4551,-0.007,10.442,-0.036,3.301
4552,-0.009,10.442,-0.037,3.301
4553,-0.008,10.441,-0.039,3.299
4554,-0.009,10.437,-0.04,3.296
4555,-0.011,10.435,-0.043,3.295
4556,-0.012,10.435,-0.045,3.293
4557,-0.014,10.432,-0.047,3.291
4558,-0.015,10.429,-0.051,3.288
4559,-0.018,10.428,-0.052,3.285
4560,-0.019,10.427,-0.053,3.283
4561,-0.021,10.427,-0.055,3.281
4562,-0.022,10.428,-0.057,3.279
4563,-0.023,10.422,-0.059,3.277
4564,-0.025,10.418,-0.061,3.274
4565,-0.026,10.413,-0.062,3.272
4566,-0.026,10.414,-0.064,3.27
4567,-0.028,10.415,-0.067,3.269
4568,-0.029,10.411,-0.069,3.266
4569,-0.028,10.41,-0.072,3.265
4570,-0.03,10.413,-0.074,3.262
4571,-0.033,10.413,-0.075,3.261
4572,-0.035,10.411,-0.077,3.259
4573,-0.037,10.409,-0.079,3.257
4574,-0.038,10.408,-0.079,3.255
4575,-0.039,10.411,-0.085,3.253
4576,-0.042,10.405,-0.086,3.251
4577,-0.043,10.405,-0.084,3.249
4578,-0.044,10.4,-0.086,3.247
4579,-0.046,10.398,-0.084,3.246
4580,-0.046,10.393,-0.084,3.244
4581,-0.046,10.388,-0.084,3.243
4582,-0.047,10.387,-0.085,3.24
4583,-0.048,10.388,-0.085,3.24
4584,-0.048,10.384,-0.085,3.239
4585,-0.048,10.378,-0.087,3.237
4586,-0.049,10.38,-0.088,3.237
4587,-0.05,10.375,-0.088,3.236
4588,-0.05,10.377,-0.087,3.236
4589,-0.048,10.376,-0.087,3.236
4590,-0.047,10.378,-0.085,3.237
4591,-0.044,10.378,-0.084,3.236
4592,-0.045,10.378,-0.083,3.236
4593,-0.044,10.377,-0.084,3.235
4594,-0.043,10.377,-0.083,3.234
4595,-0.041,10.378,-0.08,3.236
4596,-0.038,10.377,-0.078,3.236
4597,-0.036,10.376,-0.076,3.239
4598,-0.034,10.379,-0.071,3.241
4599,-0.032,10.379,-0.07,3.24
4600,-0.033,10.381,-0.068,3.242
4601,-0.033,10.381,-0.064,3.245
4602,-0.03,10.382,-0.064,3.244
4603,-0.029,10.385,-0.063,3.244
4604,-0.031,10.384,-0.061,3.245
4605,-0.03,10.386,-0.061,3.244
4606,-0.01,10.386,-0.06,3.245
4607,0.031,10.385,-0.059,3.246
4608,0.071,10.385,-0.056,3.247
4609,0.111,10.387,-0.056,3.249
4610,0.148,10.388,-0.054,3.249
4611,0.181,10.389,-0.053,3.25
4612,0.205,10.388,-0.052,3.25
4613,0.218,10.389,-0.052,3.25
4614,0.225,10.391,-0.052,3.25
4615,0.225,10.39,-0.051,3.252
4616,0.218,10.391,-0.051,3.252
4617,0.205,10.391,-0.048,3.254
4618,0.196,10.393,-0.048,3.254
4619,0.186,10.394,-0.048,3.254
4620,0.175,10.395,-0.047,3.254
4621,0.165,10.394,-0.046,3.254
4622,0.155,10.394,-0.043,3.257
4623,0.145,10.394,-0.045,3.257
4624,0.137,10.394,-0.043,3.257
4625,0.134,10.395,-0.042,3.258
4626,0.122,10.395,-0.041,3.257
4627,0.111,10.394,-0.04,3.259
4628,0.099,10.392,-0.041,3.259
4629,0.091,10.392,-0.043,3.257
4630,0.079,10.392,-0.046,3.255
4631,0.07,10.389,-0.046,3.254
4632,0.06,10.387,-0.047,3.253
4633,0.052,10.388,-0.047,3.253
4634,0.044,10.386,-0.047,3.253
4635,0.035,10.386,-0.047,3.252
4636,0.028,10.388,-0.05,3.249
4637,0.022,10.386,-0.049,3.25
4638,0.015,10.385,-0.047,3.25
4639,0.007,10.385,-0.049,3.251
4640,0.002,10.381,-0.05,3.249
4641,-0.007,10.379,-0.052,3.248
4642,-0.011,10.376,-0.052,3.246
4643,-0.019,10.374,-0.054,3.244
4644,-0.021,10.373,-0.055,3.244
4645,-0.025,10.372,-0.056,3.242
4646,-0.03,10.371,-0.056,3.242
4647,-0.035,10.372,-0.058,3.241
4648,-0.037,10.371,-0.058,3.24
4649,-0.029,10.37,-0.057,3.24
4650,-0.03,10.368,-0.058,3.24
4651,-0.03,10.367,-0.06,3.239
4652,-0.029,10.368,-0.06,3.237
4653,-0.029,10.367,-0.059,3.239
4654,-0.029,10.367,-0.058,3.239
4655,-0.03,10.365,-0.059,3.239
4656,-0.031,10.365,-0.059,3.24
4657,-0.032,10.365,-0.059,3.238
4658,-0.031,10.364,-0.059,3.239
4659,-0.029,10.365,-0.059,3.239
4660,-0.03,10.363,-0.059,3.237
4661,-0.031,10.363,-0.059,3.239
4662,-0.032,10.365,-0.059,3.238
4663,-0.031,10.363,-0.06,3.238
4664,-0.031,10.362,-0.06,3.236
4665,-0.03,10.363,-0.059,3.237
4666,-0.03,10.364,-0.059,3.239
4667,-0.03,10.363,-0.059,3.24
4668,-0.029,10.363,-0.056,3.24
4669,-0.027,10.364,-0.056,3.241
4670,-0.026,10.365,-0.055,3.242
4671,-0.024,10.365,-0.055,3.242
4672,-0.025,10.368,-0.052,3.245
4673,-0.025,10.368,-0.052,3.245
4674,-0.025,10.368,-0.052,3.245
4675,-0.023,10.368,-0.051,3.247
4676,-0.023,10.366,-0.052,3.246
4677,-0.024,10.368,-0.053,3.245
4678,-0.026,10.368,-0.052,3.248
4679,-0.028,10.368,-0.051,3.249
4680,-0.03,10.37,-0.05,3.249
4681,-0.031,10.371,-0.052,3.249
4682,-0.032,10.368,-0.052,3.249
4683,-0.033,10.365,-0.051,3.25
4684,-0.033,10.365,-0.054,3.249
4685,-0.033,10.366,-0.053,3.249
4686,-0.036,10.367,-0.052,3.25
4687,-0.031,10.372,-0.053,3.25
4688,-0.025,10.373,-0.053,3.249
4689,-0.01,10.372,-0.051,3.252
4690,-0.002,10.372,-0.053,3.253
4691,-0.0,10.371,-0.053,3.252
4692,-0.001,10.37,-0.054,3.25
4693,-0.003,10.368,-0.056,3.249
4694,-0.006,10.366,-0.059,3.247
4695,-0.009,10.367,-0.059,3.248
4696,-0.01,10.366,-0.059,3.247
4697,-0.015,10.364,-0.06,3.245
4698,-0.02,10.364,-0.06,3.245
4699,-0.024,10.363,-0.061,3.242
4700,-0.029,10.363,-0.063,3.242
4701,-0.034,10.362,-0.063,3.243
4702,-0.039,10.36,-0.064,3.243
4703,-0.035,10.358,-0.067,3.241
4704,-0.035,10.358,-0.068,3.239
4705,-0.036,10.354,-0.071,3.236
4706,-0.037,10.356,-0.072,3.236
4707,-0.037,10.355,-0.074,3.235
4708,-0.039,10.353,-0.076,3.233
4709,-0.039,10.352,-0.076,3.232
4710,-0.039,10.351,-0.08,3.231
4711,-0.039,10.347,-0.081,3.23
4712,-0.041,10.345,-0.082,3.229
4713,-0.043,10.343,-0.083,3.227
4714,-0.044,10.341,-0.086,3.224
4715,-0.047,10.339,-0.087,3.222
4716,-0.048,10.336,-0.089,3.22
4717,-0.052,10.336,-0.092,3.22
4718,-0.054,10.334,-0.095,3.218
4719,-0.055,10.326,-0.098,3.217
4720,-0.056,10.326,-0.098,3.214
4721,-0.057,10.322,-0.102,3.215
4722,-0.058,10.321,-0.105,3.212
4723,-0.059,10.316,-0.108,3.21
4724,-0.061,10.315,-0.111,3.208
4725,-0.063,10.319,-0.112,3.207
4726,-0.063,10.32,-0.107,3.207
4727,-0.064,10.321,-0.107,3.207
4728,-0.064,10.324,-0.105,3.206
4729,-0.064,10.325,-0.106,3.205
4730,-0.064,10.329,-0.105,3.205
4731,-0.065,10.327,-0.106,3.204
4732,-0.065,10.329,-0.102,3.205
4733,-0.067,10.331,-0.103,3.204
4734,-0.068,10.332,-0.103,3.203
4735,-0.068,10.336,-0.101,3.204
4736,-0.066,10.333,-0.099,3.205
4737,-0.066,10.332,-0.099,3.204
4738,-0.068,10.33,-0.099,3.203
4739,-0.07,10.328,-0.103,3.2
4740,-0.07,10.325,-0.102,3.2
4741,-0.069,10.326,-0.1,3.201
4742,-0.066,10.328,-0.099,3.203
4743,-0.065,10.327,-0.096,3.204
4744,-0.064,10.33,-0.097,3.203
4745,-0.063,10.336,-0.095,3.205
4746,-0.064,10.338,-0.093,3.206
4747,-0.059,10.342,-0.09,3.21
4748,-0.056,10.346,-0.087,3.212
4749,-0.053,10.346,-0.085,3.214
4750,-0.053,10.348,-0.084,3.215
4751,-0.053,10.35,-0.085,3.212
4752,-0.038,10.352,-0.08,3.215
4753,0.004,10.354,-0.081,3.215
4754,0.052,10.358,-0.079,3.216
4755,0.097,10.359,-0.078,3.218
4756,0.141,10.36,-0.078,3.218
4757,0.18,10.364,-0.076,3.219
4758,0.216,10.369,-0.074,3.222
4759,0.245,10.37,-0.071,3.224
4760,0.264,10.368,-0.069,3.225
4761,0.271,10.371,-0.068,3.227
4762,0.27,10.375,-0.068,3.227
4763,0.258,10.374,-0.069,3.225
4764,0.242,10.378,-0.068,3.227
4765,0.227,10.378,-0.066,3.228
4766,0.214,10.381,-0.065,3.231
4767,0.199,10.382,-0.063,3.232
4768,0.187,10.383,-0.061,3.232
4769,0.173,10.386,-0.06,3.234
4770,0.161,10.388,-0.059,3.236
4771,0.148,10.389,-0.058,3.236
4772,0.134,10.392,-0.057,3.236
4773,0.121,10.392,-0.057,3.236
4774,0.108,10.393,-0.058,3.237
4775,0.095,10.393,-0.059,3.235
4776,0.082,10.392,-0.059,3.235
4777,0.069,10.392,-0.058,3.235
4778,0.057,10.392,-0.058,3.235
4779,0.046,10.392,-0.059,3.234
4780,0.035,10.392,-0.058,3.235
4781,0.023,10.391,-0.06,3.232
4782,0.012,10.392,-0.06,3.231
4783,-0.001,10.39,-0.064,3.228
4784,-0.012,10.389,-0.064,3.227
4785,-0.024,10.388,-0.066,3.226
4786,-0.032,10.385,-0.067,3.224
4787,-0.039,10.383,-0.068,3.223
4788,-0.048,10.382,-0.068,3.223
4789,-0.04,10.381,-0.069,3.223
4790,-0.039,10.382,-0.069,3.223
4791,-0.037,10.382,-0.069,3.223
4792,-0.038,10.383,-0.07,3.222
4793,-0.04,10.383,-0.071,3.221
4794,-0.041,10.384,-0.072,3.219
4795,-0.042,10.384,-0.072,3.219
4796,-0.041,10.384,-0.071,3.219
4797,-0.041,10.382,-0.072,3.218
4798,-0.04,10.383,-0.072,3.219
4799,-0.041,10.382,-0.072,3.218
4800,-0.043,10.383,-0.073,3.218
4801,-0.044,10.383,-0.072,3.217
4802,-0.042,10.386,-0.072,3.218
4803,-0.04,10.385,-0.071,3.218
4804,-0.041,10.385,-0.07,3.218
4805,-0.04,10.384,-0.07,3.219
4806,-0.039,10.383,-0.07,3.218
4807,-0.039,10.383,-0.07,3.218
4808,-0.039,10.383,-0.07,3.219
4809,-0.04,10.385,-0.07,3.218
4810,-0.042,10.386,-0.071,3.216
4811,-0.04,10.386,-0.071,3.217
4812,-0.039,10.388,-0.069,3.218
4813,-0.038,10.388,-0.068,3.219
4814,-0.036,10.389,-0.065,3.222
4815,-0.033,10.39,-0.064,3.222
4816,-0.03,10.392,-0.061,3.227
4817,-0.029,10.394,-0.059,3.229
4818,-0.028,10.395,-0.057,3.229
4819,-0.027,10.396,-0.057,3.23
4820,-0.029,10.398,-0.057,3.231
4821,-0.034,10.4,-0.056,3.232
4822,-0.035,10.402,-0.057,3.232
4823,-0.037,10.404,-0.057,3.232
4824,-0.036,10.407,-0.056,3.233
4825,-0.036,10.408,-0.054,3.235
4826,-0.035,10.41,-0.054,3.236
4827,-0.035,10.41,-0.054,3.236
4828,-0.035,10.413,-0.054,3.235
4829,-0.037,10.415,-0.057,3.234
4830,-0.039,10.416,-0.056,3.235
4831,-0.038,10.419,-0.055,3.236
4832,-0.031,10.419,-0.055,3.236
4833,0.015,10.421,-0.057,3.235
4834,0.048,10.423,-0.057,3.235
4835,0.08,10.425,-0.058,3.235
4836,0.105,10.427,-0.057,3.236
4837,0.126,10.429,-0.059,3.234
4838,0.137,10.431,-0.059,3.235
4839,0.139,10.433,-0.06,3.233
4840,0.133,10.434,-0.06,3.234
4841,0.118,10.434,-0.061,3.232
4842,0.103,10.44,-0.063,3.228
4843,0.089,10.441,-0.067,3.226
4844,0.074,10.442,-0.07,3.225
4845,0.063,10.444,-0.073,3.224
4846,0.049,10.444,-0.074,3.223
4847,0.036,10.444,-0.076,3.221
4848,0.025,10.444,-0.076,3.219
4849,0.012,10.445,-0.076,3.217
4850,0.0,10.448,-0.08,3.215
4851,-0.013,10.45,-0.082,3.214
4852,-0.023,10.45,-0.083,3.213
4853,-0.032,10.45,-0.085,3.211
4854,-0.043,10.452,-0.086,3.208
4855,-0.053,10.451,-0.088,3.207
4856,-0.049,10.45,-0.091,3.205
4857,-0.05,10.448,-0.094,3.203
4858,-0.051,10.449,-0.095,3.202
4859,-0.052,10.448,-0.097,3.2
4860,-0.054,10.45,-0.098,3.197
4861,-0.055,10.451,-0.1,3.197
4862,-0.057,10.45,-0.102,3.196
4863,-0.058,10.453,-0.105,3.194
4864,-0.06,10.451,-0.11,3.192
4865,-0.061,10.449,-0.112,3.192
4866,-0.062,10.451,-0.111,3.191
4867,-0.062,10.448,-0.113,3.19
4868,-0.064,10.451,-0.115,3.188
4869,-0.065,10.451,-0.117,3.187
4870,-0.065,10.45,-0.115,3.186
4871,-0.065,10.446,-0.113,3.186
4872,-0.065,10.449,-0.111,3.184
4873,-0.067,10.448,-0.109,3.184
4874,-0.068,10.446,-0.109,3.182
4875,-0.068,10.447,-0.109,3.182
4876,-0.068,10.448,-0.11,3.181
4877,-0.068,10.449,-0.109,3.181
4878,-0.069,10.449,-0.11,3.18
4879,-0.07,10.447,-0.109,3.18
4880,-0.068,10.449,-0.109,3.18
4881,-0.068,10.449,-0.108,3.179
4882,-0.067,10.449,-0.108,3.179
4883,-0.067,10.449,-0.107,3.179
4884,-0.067,10.452,-0.106,3.18
4885,-0.065,10.452,-0.103,3.181
4886,-0.065,10.453,-0.102,3.181
4887,-0.064,10.452,-0.1,3.182
4888,-0.063,10.452,-0.098,3.183
4889,-0.061,10.454,-0.097,3.183
4890,-0.059,10.458,-0.094,3.185
4891,-0.056,10.459,-0.092,3.187
4892,-0.053,10.462,-0.089,3.189
4893,-0.051,10.464,-0.087,3.191
4894,-0.05,10.466,-0.084,3.193
4895,-0.049,10.467,-0.082,3.194
4896,-0.047,10.471,-0.08,3.195
4897,-0.044,10.474,-0.078,3.197
4898,-0.043,10.476,-0.075,3.2
4899,-0.04,10.477,-0.073,3.201
4900,-0.04,10.479,-0.072,3.202
4901,-0.018,10.479,-0.069,3.203
4902,0.027,10.48,-0.068,3.204
4903,0.071,10.481,-0.067,3.205
4904,0.112,10.481,-0.067,3.205
4905,0.154,10.482,-0.066,3.206
4906,0.19,10.483,-0.065,3.206
4907,0.222,10.484,-0.063,3.208
4908,0.247,10.485,-0.061,3.21
4909,0.259,10.486,-0.059,3.211
4910,0.256,10.486,-0.059,3.211
4911,0.244,10.488,-0.059,3.211
4912,0.228,10.489,-0.056,3.212
4913,0.212,10.49,-0.055,3.213
4914,0.197,10.491,-0.053,3.215
4915,0.183,10.49,-0.053,3.216
4916,0.169,10.489,-0.052,3.217
4917,0.157,10.488,-0.052,3.218
4918,0.143,10.488,-0.052,3.217
4919,0.13,10.488,-0.052,3.218
4920,0.117,10.486,-0.051,3.216
4921,0.102,10.484,-0.052,3.216
4922,0.087,10.483,-0.053,3.214
4923,0.073,10.481,-0.053,3.214
4924,0.06,10.48,-0.054,3.213
4925,0.047,10.477,-0.055,3.211
4926,0.035,10.476,-0.055,3.211
4927,0.021,10.475,-0.057,3.21
4928,0.008,10.472,-0.058,3.208
4929,-0.004,10.471,-0.059,3.208
4930,-0.016,10.469,-0.06,3.206
4931,-0.026,10.467,-0.06,3.206
4932,-0.037,10.466,-0.062,3.204
4933,-0.047,10.464,-0.063,3.203
4934,-0.039,10.463,-0.063,3.202
4935,-0.038,10.463,-0.063,3.202
4936,-0.037,10.462,-0.063,3.201
4937,-0.037,10.462,-0.064,3.201
4938,-0.037,10.462,-0.064,3.2
4939,-0.037,10.462,-0.065,3.199
4940,-0.039,10.463,-0.067,3.198
4941,-0.04,10.464,-0.068,3.196
4942,-0.041,10.468,-0.068,3.196
4943,-0.041,10.473,-0.069,3.195
4944,-0.041,10.48,-0.069,3.194
4945,-0.04,10.491,-0.069,3.195
4946,-0.041,10.502,-0.068,3.194
4947,-0.04,10.515,-0.07,3.194
4948,-0.04,10.532,-0.068,3.194
4949,-0.04,10.549,-0.067,3.195
4950,-0.04,10.569,-0.066,3.196
4951,-0.038,10.589,-0.067,3.196
4952,-0.037,10.61,-0.066,3.197
4953,-0.036,10.631,-0.065,3.198
4954,-0.035,10.652,-0.064,3.198
4955,-0.034,10.672,-0.064,3.2
4956,-0.033,10.691,-0.062,3.201
4957,-0.031,10.709,-0.06,3.202
4958,-0.03,10.725,-0.059,3.204
4959,-0.029,10.74,-0.058,3.205
4960,-0.028,10.754,-0.056,3.207
4961,-0.026,10.765,-0.054,3.208
4962,-0.026,10.775,-0.052,3.21
4963,-0.029,10.783,-0.052,3.21
4964,-0.029,10.791,-0.052,3.211
4965,-0.031,10.798,-0.05,3.213
4966,-0.03,10.804,-0.049,3.214
4967,-0.029,10.809,-0.048,3.215
4968,-0.029,10.812,-0.046,3.217
4969,-0.029,10.815,-0.047,3.218
4970,-0.029,10.816,-0.047,3.218
4971,-0.031,10.818,-0.048,3.218
4972,-0.031,10.818,-0.05,3.217
4973,-0.032,10.819,-0.052,3.216
4974,-0.03,10.82,-0.052,3.216
4975,-0.031,10.82,-0.053,3.216
4976,-0.03,10.821,-0.053,3.215
4977,-0.029,10.821,-0.053,3.216
4978,-0.029,10.822,-0.052,3.216
4979,0.024,10.824,-0.053,3.217
4980,0.07,10.824,-0.053,3.216
4981,0.118,10.823,-0.054,3.216
4982,0.163,10.824,-0.054,3.215
4983,0.204,10.821,-0.055,3.214
4984,0.241,10.821,-0.055,3.213
4985,0.273,10.819,-0.057,3.213
4986,0.297,10.82,-0.057,3.212
4987,0.313,10.816,-0.06,3.211
4988,0.313,10.816,-0.061,3.21
4989,0.298,10.814,-0.064,3.209
4990,0.275,10.812,-0.067,3.207
4991,0.256,10.81,-0.068,3.206
4992,0.234,10.809,-0.07,3.202
4993,0.215,10.806,-0.072,3.2
4994,0.198,10.804,-0.073,3.198
4995,0.182,10.803,-0.075,3.199
4996,0.165,10.799,-0.077,3.197
4997,0.147,10.797,-0.079,3.194
4998,0.129,10.794,-0.081,3.193
4999,0.113,10.792,-0.084,3.192
5000,0.097,10.791,-0.085,3.192
5001,0.079,10.786,-0.088,3.186
5002,0.064,10.784,-0.09,3.185
5003,0.048,10.78,-0.092,3.184
5004,0.034,10.779,-0.095,3.183
5005,0.021,10.776,-0.096,3.18
5006,0.007,10.774,-0.097,3.179
5007,-0.006,10.771,-0.102,3.177
5008,-0.018,10.769,-0.106,3.176
5009,-0.031,10.767,-0.108,3.175
5010,-0.041,10.766,-0.108,3.175
5011,-0.052,10.764,-0.109,3.175
5012,-0.06,10.763,-0.112,3.173
5013,-0.064,10.762,-0.111,3.174
5014,-0.058,10.759,-0.11,3.171
5015,-0.057,10.758,-0.106,3.171
5016,-0.057,10.758,-0.103,3.171
5017,-0.059,10.756,-0.103,3.17
5018,-0.06,10.754,-0.102,3.17
5019,-0.059,10.754,-0.102,3.17
5020,-0.06,10.752,-0.102,3.169
5021,-0.059,10.751,-0.101,3.17
5022,-0.059,10.746,-0.101,3.169
5023,-0.058,10.752,-0.099,3.17
5024,-0.058,10.751,-0.098,3.169
5025,-0.058,10.748,-0.097,3.172
5026,-0.057,10.747,-0.096,3.172
5027,-0.055,10.747,-0.094,3.173
5028,-0.054,10.749,-0.092,3.174
5029,-0.053,10.749,-0.091,3.173
5030,-0.052,10.748,-0.09,3.174
5031,-0.051,10.751,-0.088,3.175
5032,-0.048,10.751,-0.085,3.177
5033,-0.048,10.751,-0.083,3.177
5034,-0.045,10.751,-0.081,3.179
5035,-0.044,10.752,-0.08,3.18
5036,-0.043,10.753,-0.078,3.182
5037,-0.04,10.755,-0.077,3.183
5038,-0.039,10.756,-0.074,3.184
5039,-0.038,10.757,-0.073,3.184
5040,-0.039,10.759,-0.071,3.184
5041,-0.037,10.76,-0.07,3.186
5042,-0.036,10.761,-0.068,3.187
5043,-0.035,10.763,-0.066,3.188
5044,-0.033,10.764,-0.066,3.189
5045,-0.031,10.764,-0.064,3.19
5046,-0.029,10.765,-0.062,3.191
5047,-0.029,10.765,-0.06,3.193
5048,-0.014,10.767,-0.058,3.194
5049,0.031,10.767,-0.058,3.194
5050,0.075,10.768,-0.058,3.194
5051,0.121,10.77,-0.056,3.197
5052,0.164,10.77,-0.054,3.198
5053,0.206,10.771,-0.053,3.2
5054,0.242,10.772,-0.052,3.201
5055,0.273,10.772,-0.051,3.201
5056,0.294,10.773,-0.05,3.202
5057,0.303,10.774,-0.049,3.203
5058,0.299,10.775,-0.048,3.204
5059,0.285,10.773,-0.047,3.204
5060,0.267,10.773,-0.047,3.204
5061,0.248,10.773,-0.047,3.203
5062,0.23,10.771,-0.048,3.202
5063,0.213,10.77,-0.049,3.201
5064,0.196,10.771,-0.049,3.201
5065,0.181,10.77,-0.049,3.201
5066,0.165,10.77,-0.049,3.2
5067,0.151,10.769,-0.05,3.2
5068,0.135,10.768,-0.051,3.198
5069,0.122,10.767,-0.052,3.198
5070,0.106,10.766,-0.052,3.198
5071,0.093,10.765,-0.052,3.198
5072,0.079,10.763,-0.052,3.196
5073,0.065,10.762,-0.052,3.196
5074,0.053,10.761,-0.052,3.196
5075,0.039,10.76,-0.053,3.194
5076,0.028,10.759,-0.055,3.193
5077,0.015,10.758,-0.056,3.191
5078,0.003,10.756,-0.056,3.19
5079,-0.008,10.756,-0.057,3.189
5080,-0.019,10.755,-0.058,3.188
5081,-0.029,10.753,-0.059,3.188
5082,-0.035,10.752,-0.058,3.188
5083,-0.043,10.751,-0.059,3.188
5084,-0.035,10.751,-0.058,3.188
5085,-0.033,10.75,-0.059,3.187
5086,-0.032,10.75,-0.059,3.187
5087,-0.031,10.75,-0.057,3.188
5088,-0.03,10.751,-0.057,3.188
5089,-0.03,10.75,-0.057,3.189
5090,-0.03,10.75,-0.057,3.188
5091,-0.029,10.751,-0.057,3.188
5092,-0.028,10.751,-0.056,3.189
5093,-0.028,10.751,-0.055,3.189
5094,-0.027,10.752,-0.053,3.191
5095,-0.026,10.751,-0.053,3.192
5096,-0.026,10.751,-0.053,3.192
5097,-0.025,10.75,-0.053,3.193
5098,-0.024,10.751,-0.052,3.193
5099,-0.025,10.751,-0.051,3.193
5100,-0.025,10.751,-0.051,3.193
5101,-0.022,10.752,-0.05,3.195
5102,-0.021,10.753,-0.048,3.197
5103,-0.019,10.753,-0.047,3.198
5104,-0.018,10.753,-0.045,3.199
5105,-0.017,10.755,-0.044,3.201
5106,-0.016,10.757,-0.042,3.202
5107,-0.018,10.757,-0.04,3.206
5108,-0.018,10.758,-0.038,3.206
5109,-0.018,10.759,-0.038,3.207
5110,-0.018,10.758,-0.038,3.207
5111,-0.02,10.759,-0.039,3.208
5112,-0.021,10.76,-0.038,3.208
5113,-0.021,10.76,-0.038,3.211
5114,-0.021,10.76,-0.038,3.212
5115,-0.021,10.76,-0.038,3.212
5116,-0.021,10.76,-0.038,3.213
5117,-0.021,10.76,-0.039,3.214
5118,-0.021,10.761,-0.038,3.215
5119,-0.019,10.76,-0.038,3.215
5120,-0.02,10.76,-0.038,3.215
5121,-0.017,10.76,-0.037,3.215
5122,-0.014,10.76,-0.037,3.218
5123,-0.013,10.761,-0.037,3.218
5124,0.03,10.76,-0.037,3.217
5125,0.088,10.76,-0.039,3.218
5126,0.148,10.759,-0.039,3.217
5127,0.211,10.758,-0.04,3.217
5128,0.272,10.758,-0.041,3.216
5129,0.333,10.756,-0.042,3.215
5130,0.391,10.753,-0.042,3.214
5131,0.443,10.753,-0.046,3.212
5132,0.488,10.75,-0.046,3.211
5133,0.528,10.748,-0.047,3.21
5134,0.558,10.745,-0.048,3.209
5135,0.58,10.743,-0.049,3.208
5136,0.585,10.741,-0.051,3.205
5137,0.576,10.739,-0.053,3.203
5138,0.557,10.737,-0.056,3.201
5139,0.534,10.734,-0.06,3.198
5140,0.511,10.73,-0.061,3.197
5141,0.489,10.732,-0.064,3.195
5142,0.47,10.729,-0.064,3.196
5143,0.453,10.728,-0.065,3.194
5144,0.436,10.725,-0.067,3.193
5145,0.419,10.724,-0.069,3.191
5146,0.399,10.722,-0.07,3.191
5147,0.38,10.719,-0.073,3.189
5148,0.362,10.719,-0.074,3.188
5149,0.346,10.712,-0.075,3.187
5150,0.328,10.712,-0.078,3.185
5151,0.315,10.711,-0.08,3.185
5152,0.297,10.709,-0.084,3.185
5153,0.283,10.708,-0.086,3.185
5154,0.269,10.704,-0.088,3.183
5155,0.255,10.707,-0.089,3.18
5156,0.243,10.702,-0.091,3.18
5157,0.229,10.703,-0.091,3.179
5158,0.219,10.699,-0.09,3.18
5159,0.207,10.701,-0.085,3.179
5160,0.198,10.698,-0.082,3.179
5161,0.188,10.699,-0.082,3.179
5162,0.177,10.694,-0.082,3.176
5163,0.165,10.694,-0.083,3.175
5164,0.156,10.689,-0.083,3.174
5165,0.148,10.691,-0.084,3.173
5166,0.14,10.691,-0.082,3.175
5167,0.134,10.689,-0.081,3.174
5168,0.125,10.69,-0.079,3.175
5169,0.12,10.688,-0.078,3.174
5170,0.116,10.687,-0.079,3.174
5171,0.106,10.686,-0.079,3.172
5172,0.1,10.685,-0.079,3.171
5173,0.096,10.684,-0.079,3.171
5174,0.09,10.68,-0.079,3.171
5175,0.085,10.678,-0.078,3.171
5176,0.082,10.678,-0.077,3.171
5177,0.079,10.678,-0.075,3.174
5178,0.078,10.679,-0.072,3.175
5179,0.077,10.678,-0.069,3.178
5180,0.074,10.68,-0.067,3.18
5181,0.072,10.682,-0.065,3.181
5182,0.071,10.683,-0.064,3.182
5183,0.068,10.684,-0.061,3.183
5184,0.067,10.685,-0.059,3.184
5185,0.066,10.687,-0.058,3.185
5186,0.063,10.688,-0.056,3.186
5187,0.063,10.69,-0.054,3.188
5188,0.064,10.691,-0.052,3.189
5189,0.061,10.692,-0.052,3.19
5190,0.066,10.693,-0.051,3.189
5191,0.073,10.694,-0.05,3.192
5192,0.084,10.695,-0.05,3.192
5193,0.1,10.695,-0.049,3.192
5194,0.121,10.696,-0.047,3.193
5195,0.147,10.696,-0.046,3.193
5196,0.177,10.696,-0.046,3.193
5197,0.212,10.697,-0.046,3.194
5198,0.252,10.699,-0.045,3.194
5199,0.293,10.701,-0.043,3.197
5200,0.326,10.702,-0.041,3.199
5201,0.351,10.701,-0.04,3.2
5202,0.367,10.703,-0.039,3.201
5203,0.374,10.703,-0.038,3.201
5204,0.376,10.704,-0.039,3.201
5205,0.37,10.703,-0.038,3.202
5206,0.362,10.703,-0.038,3.201
5207,0.352,10.702,-0.039,3.201
5208,0.341,10.701,-0.039,3.2
5209,0.329,10.7,-0.039,3.2
5210,0.319,10.699,-0.04,3.198
5211,0.308,10.699,-0.042,3.197
5212,0.296,10.697,-0.042,3.195
5213,0.284,10.697,-0.043,3.196
5214,0.273,10.696,-0.042,3.194
5215,0.262,10.695,-0.044,3.193
5216,0.248,10.694,-0.046,3.192
5217,0.239,10.693,-0.047,3.19
5218,0.227,10.692,-0.048,3.189
5219,0.217,10.692,-0.049,3.188
5220,0.206,10.692,-0.05,3.187
5221,0.196,10.691,-0.049,3.188
5222,0.187,10.691,-0.049,3.186
5223,0.18,10.69,-0.049,3.186
5224,0.17,10.691,-0.051,3.186
5225,0.162,10.689,-0.051,3.186
