timestamp,HRJLevel,HRNLevel,LCLLevel,SRVLevel
0,-0.001,10.295,-0.038,3.196
1,-0.001,10.296,-0.036,3.198
2,0.001,10.297,-0.034,3.199
3,0.002,10.299,-0.034,3.199
4,0.003,10.301,-0.031,3.201
5,0.003,10.302,-0.03,3.202
6,0.004,10.302,-0.028,3.202
7,0.005,10.304,-0.028,3.202
8,0.005,10.304,-0.027,3.203
9,0.007,10.305,-0.026,3.205
10,0.008,10.306,-0.026,3.205
11,0.008,10.307,-0.024,3.206
12,0.008,10.308,-0.022,3.207
13,0.011,10.308,-0.023,3.207
14,0.01,10.309,-0.021,3.207
15,0.012,10.312,-0.02,3.209
16,0.014,10.314,-0.016,3.211
17,0.014,10.316,-0.016,3.211
18,0.014,10.316,-0.015,3.212
19,0.015,10.317,-0.014,3.213
20,0.015,10.317,-0.014,3.212
21,0.014,10.315,-0.012,3.213
22,0.015,10.314,-0.014,3.211
23,0.014,10.314,-0.015,3.21
24,0.014,10.314,-0.015,3.209
25,0.014,10.313,-0.015,3.21
26,0.012,10.312,-0.018,3.208
27,0.011,10.311,-0.017,3.207
28,0.011,10.311,-0.019,3.205
29,0.009,10.311,-0.019,3.205
30,0.011,10.31,-0.019,3.205
31,0.01,10.309,-0.02,3.204
32,0.01,10.309,-0.021,3.204
33,0.01,10.308,-0.019,3.204
34,0.01,10.308,-0.02,3.204
35,0.009,10.308,-0.02,3.205
36,0.01,10.308,-0.02,3.204
37,0.01,10.307,-0.022,3.202
38,0.008,10.307,-0.022,3.202
39,0.006,10.307,-0.023,3.201
40,0.006,10.307,-0.023,3.202
41,0.006,10.307,-0.022,3.202
42,0.007,10.307,-0.022,3.202
43,0.007,10.308,-0.021,3.201
44,0.006,10.307,-0.021,3.201
45,0.006,10.305,-0.023,3.201
46,0.006,10.305,-0.023,3.201
47,0.006,10.303,-0.023,3.201
48,0.004,10.302,-0.026,3.198
49,0.004,10.302,-0.024,3.2
50,0.006,10.302,-0.023,3.201
51,0.005,10.303,-0.024,3.2
52,0.005,10.303,-0.023,3.2
53,0.006,10.303,-0.023,3.2
54,0.006,10.303,-0.024,3.2
55,0.005,10.303,-0.024,3.2
56,0.007,10.303,-0.024,3.2
57,0.008,10.304,-0.023,3.202
58,0.008,10.304,-0.021,3.202
59,0.008,10.304,-0.022,3.203
60,0.007,10.304,-0.02,3.203
61,0.007,10.307,-0.021,3.204
62,0.009,10.309,-0.019,3.205
63,0.011,10.311,-0.017,3.206
64,0.012,10.312,-0.016,3.21
65,0.014,10.314,-0.015,3.21
66,0.012,10.315,-0.013,3.211
67,0.011,10.315,-0.013,3.212
68,0.009,10.318,-0.012,3.213
69,0.008,10.32,-0.012,3.215
70,0.007,10.321,-0.01,3.218
71,0.007,10.323,-0.009,3.22
72,0.007,10.325,-0.009,3.221
73,0.006,10.333,-0.009,3.223
74,0.007,10.333,-0.008,3.223
75,0.007,10.334,-0.007,3.226
76,0.008,10.333,-0.006,3.228
77,0.011,10.333,-0.006,3.23
78,0.01,10.334,-0.006,3.231
79,0.011,10.335,-0.006,3.231
80,0.011,10.334,-0.006,3.232
81,0.013,10.334,-0.007,3.232
82,0.014,10.336,-0.007,3.232
83,0.013,10.335,-0.009,3.231
84,0.014,10.335,-0.011,3.23
85,0.012,10.329,-0.013,3.23
86,0.013,10.329,-0.015,3.227
87,0.01,10.329,-0.017,3.226
88,0.011,10.332,-0.018,3.225
89,0.012,10.33,-0.019,3.225
90,0.011,10.328,-0.019,3.224
91,0.011,10.329,-0.023,3.223
92,0.009,10.327,-0.024,3.222
93,0.009,10.326,-0.026,3.219
94,0.008,10.328,-0.028,3.219
95,0.007,10.325,-0.028,3.218
96,0.007,10.324,-0.03,3.215
97,0.007,10.324,-0.032,3.214
98,0.006,10.323,-0.034,3.213
99,0.006,10.323,-0.036,3.21
100,0.003,10.319,-0.038,3.209
101,0.003,10.315,-0.04,3.206
102,0.001,10.314,-0.045,3.205
103,-0.0,10.316,-0.049,3.202
104,-0.002,10.312,-0.05,3.201
105,-0.004,10.312,-0.05,3.199
106,-0.006,10.308,-0.051,3.197
107,-0.006,10.307,-0.053,3.195
108,-0.008,10.307,-0.054,3.194
109,-0.01,10.306,-0.057,3.191
110,-0.013,10.302,-0.061,3.189
111,-0.014,10.301,-0.066,3.188
112,-0.015,10.298,-0.07,3.188
113,-0.017,10.297,-0.067,3.185
114,-0.017,10.295,-0.071,3.185
115,-0.017,10.293,-0.071,3.184
116,-0.017,10.291,-0.068,3.183
117,-0.018,10.29,-0.067,3.183
118,-0.019,10.29,-0.067,3.182
119,-0.018,10.287,-0.065,3.183
120,-0.017,10.287,-0.066,3.182
121,-0.017,10.285,-0.065,3.183
122,-0.016,10.285,-0.061,3.183
123,-0.015,10.283,-0.06,3.183
124,-0.015,10.285,-0.058,3.184
125,-0.014,10.277,-0.057,3.185
126,-0.015,10.282,-0.055,3.185
127,-0.014,10.284,-0.054,3.185
128,-0.014,10.285,-0.053,3.186
129,-0.014,10.281,-0.053,3.187
130,-0.014,10.282,-0.052,3.187
131,-0.011,10.282,-0.05,3.187
132,-0.011,10.283,-0.05,3.189
133,-0.011,10.286,-0.048,3.19
134,-0.01,10.286,-0.048,3.189
135,-0.009,10.286,-0.046,3.191
136,-0.009,10.287,-0.045,3.191
137,-0.008,10.289,-0.044,3.191
138,-0.006,10.289,-0.042,3.192
139,-0.006,10.29,-0.042,3.192
140,-0.005,10.291,-0.041,3.193
141,-0.005,10.294,-0.039,3.194
142,-0.003,10.295,-0.037,3.197
143,-0.001,10.295,-0.035,3.197
144,0.0,10.296,-0.033,3.199
145,0.001,10.296,-0.033,3.198
146,0.0,10.298,-0.032,3.199
147,0.002,10.298,-0.031,3.2
148,0.004,10.3,-0.028,3.203
149,0.006,10.302,-0.027,3.203
150,0.007,10.302,-0.024,3.205
151,0.008,10.303,-0.024,3.205
152,0.01,10.304,-0.023,3.206
153,0.01,10.307,-0.021,3.207
154,0.011,10.308,-0.02,3.208
155,0.013,10.309,-0.018,3.21
156,0.014,10.311,-0.016,3.213
157,0.017,10.313,-0.013,3.214
158,0.018,10.313,-0.013,3.215
159,0.017,10.316,-0.012,3.216
160,0.019,10.316,-0.011,3.217
161,0.019,10.316,-0.011,3.217
162,0.018,10.314,-0.012,3.215
163,0.018,10.316,-0.012,3.215
164,0.017,10.316,-0.013,3.213
165,0.017,10.314,-0.013,3.213
166,0.016,10.314,-0.013,3.212
167,0.015,10.313,-0.014,3.211
168,0.015,10.312,-0.015,3.21
169,0.014,10.312,-0.015,3.21
170,0.015,10.312,-0.016,3.21
171,0.014,10.312,-0.015,3.211
172,0.016,10.312,-0.014,3.211
173,0.016,10.312,-0.014,3.211
174,0.015,10.312,-0.014,3.21
175,0.014,10.311,-0.016,3.209
176,0.014,10.311,-0.015,3.209
177,0.013,10.311,-0.017,3.208
178,0.014,10.31,-0.016,3.207
179,0.013,10.309,-0.017,3.207
180,0.011,10.309,-0.016,3.208
181,0.012,10.309,-0.017,3.209
182,0.012,10.308,-0.018,3.206
183,0.011,10.309,-0.018,3.206
184,0.011,10.309,-0.018,3.206
185,0.011,10.308,-0.018,3.205
186,0.01,10.308,-0.018,3.205
187,0.009,10.308,-0.02,3.205
188,0.009,10.308,-0.019,3.205
189,0.009,10.308,-0.021,3.203
190,0.009,10.308,-0.02,3.205
191,0.01,10.308,-0.019,3.206
192,0.01,10.31,-0.018,3.206
193,0.011,10.311,-0.017,3.207
194,0.011,10.31,-0.017,3.208
195,0.012,10.309,-0.017,3.209
196,0.011,10.312,-0.015,3.209
197,0.014,10.313,-0.014,3.21
198,0.015,10.314,-0.014,3.211
199,0.016,10.315,-0.012,3.212
200,0.017,10.316,-0.011,3.214
201,0.018,10.316,-0.01,3.215
202,0.018,10.318,-0.01,3.215
203,0.022,10.32,-0.009,3.217
204,0.023,10.322,-0.008,3.217
205,0.024,10.322,-0.006,3.219
206,0.025,10.322,-0.006,3.22
207,0.027,10.324,-0.004,3.222
208,0.028,10.325,-0.002,3.224
209,0.029,10.328,0.0,3.225
210,0.031,10.329,0.002,3.228
211,0.029,10.33,0.002,3.23
212,0.028,10.331,0.004,3.231
213,0.027,10.332,0.004,3.231
214,0.024,10.333,0.004,3.232
215,0.022,10.333,0.004,3.234
216,0.022,10.335,0.005,3.236
217,0.022,10.336,0.005,3.236
218,0.022,10.337,0.005,3.237
219,0.02,10.338,0.006,3.239
220,0.02,10.338,0.005,3.239
221,0.018,10.339,0.003,3.239
222,0.018,10.34,0.002,3.237
223,0.017,10.34,-0.0,3.237
224,0.022,10.338,0.0,3.237
225,0.022,10.337,-0.001,3.236
226,0.027,10.337,-0.002,3.236
227,0.026,10.336,-0.003,3.235
228,0.025,10.337,-0.004,3.235
229,0.023,10.335,-0.006,3.235
230,0.021,10.335,-0.008,3.233
231,0.022,10.336,-0.009,3.233
232,0.022,10.333,-0.009,3.232
233,0.023,10.332,-0.011,3.232
234,0.022,10.331,-0.011,3.231
235,0.022,10.329,-0.013,3.229
236,0.021,10.329,-0.015,3.229
237,0.02,10.329,-0.016,3.227
238,0.018,10.328,-0.017,3.224
239,0.017,10.326,-0.02,3.223
240,0.017,10.331,-0.021,3.222
241,0.015,10.323,-0.025,3.218
242,0.013,10.32,-0.028,3.215
243,0.011,10.32,-0.032,3.214
244,0.009,10.318,-0.035,3.211
245,0.008,10.316,-0.037,3.21
246,0.007,10.315,-0.041,3.208
247,0.006,10.312,-0.044,3.208
248,0.004,10.312,-0.048,3.205
249,0.002,10.302,-0.049,3.201
250,-0.0,10.303,-0.052,3.198
251,-0.002,10.304,-0.054,3.197
252,-0.004,10.298,-0.054,3.194
253,-0.006,10.299,-0.057,3.194
254,-0.007,10.298,-0.059,3.192
255,-0.008,10.297,-0.063,3.192
256,-0.009,10.293,-0.066,3.189
257,-0.011,10.292,-0.068,3.188
258,-0.012,10.289,-0.07,3.187
259,-0.014,10.288,-0.069,3.185
260,-0.015,10.289,-0.066,3.185
261,-0.015,10.286,-0.065,3.184
262,-0.015,10.287,-0.064,3.183
263,-0.016,10.278,-0.063,3.183
264,-0.015,10.278,-0.062,3.183
265,-0.015,10.277,-0.062,3.183
266,-0.016,10.281,-0.063,3.182
267,-0.017,10.28,-0.062,3.182
268,-0.018,10.279,-0.062,3.182
269,-0.017,10.277,-0.062,3.182
270,-0.017,10.28,-0.06,3.183
271,-0.016,10.282,-0.06,3.183
272,-0.015,10.278,-0.059,3.183
273,-0.015,10.28,-0.058,3.183
274,-0.013,10.283,-0.055,3.184
275,-0.013,10.282,-0.053,3.184
276,-0.011,10.283,-0.051,3.186
277,-0.01,10.284,-0.05,3.187
278,-0.009,10.282,-0.048,3.188
279,-0.008,10.283,-0.046,3.19
280,-0.006,10.283,-0.043,3.191
281,-0.007,10.284,-0.043,3.191
282,-0.004,10.285,-0.042,3.192
283,-0.003,10.285,-0.041,3.193
284,-0.001,10.286,-0.04,3.193
285,-0.001,10.287,-0.037,3.195
286,0.002,10.288,-0.036,3.195
287,0.001,10.29,-0.034,3.196
288,0.002,10.292,-0.033,3.196
289,0.003,10.294,-0.033,3.197
290,0.003,10.295,-0.032,3.198
291,0.003,10.295,-0.032,3.197
292,0.004,10.296,-0.029,3.199
293,0.006,10.299,-0.027,3.201
294,0.008,10.301,-0.025,3.202
295,0.01,10.303,-0.024,3.203
296,0.011,10.303,-0.023,3.204
297,0.011,10.306,-0.021,3.206
298,0.014,10.307,-0.02,3.208
299,0.011,10.309,-0.016,3.21
300,0.012,10.311,-0.016,3.211
301,0.017,10.313,-0.013,3.212
302,0.021,10.314,-0.011,3.215
303,0.024,10.316,-0.008,3.218
304,0.025,10.316,-0.007,3.218
305,0.024,10.318,-0.008,3.218
306,0.025,10.318,-0.008,3.217
307,0.025,10.319,-0.007,3.219
308,0.026,10.32,-0.007,3.218
309,0.025,10.317,-0.008,3.216
310,0.024,10.317,-0.008,3.216
311,0.025,10.317,-0.009,3.216
312,0.024,10.314,-0.008,3.216
313,0.024,10.313,-0.008,3.215
314,0.021,10.313,-0.01,3.214
315,0.021,10.313,-0.01,3.213
316,0.019,10.312,-0.013,3.211
317,0.019,10.312,-0.013,3.21
318,0.018,10.311,-0.012,3.209
319,0.017,10.309,-0.015,3.208
320,0.016,10.308,-0.016,3.207
321,0.013,10.305,-0.016,3.205
322,0.013,10.307,-0.018,3.206
323,0.012,10.309,-0.017,3.205
324,0.011,10.309,-0.016,3.206
325,0.013,10.308,-0.016,3.206
326,0.013,10.308,-0.019,3.205
327,0.011,10.307,-0.019,3.202
328,0.01,10.304,-0.019,3.202
329,0.01,10.304,-0.021,3.202
330,0.011,10.304,-0.02,3.202
331,0.011,10.303,-0.022,3.201
332,0.01,10.304,-0.022,3.201
333,0.008,10.303,-0.022,3.201
334,0.008,10.303,-0.021,3.201
335,0.008,10.303,-0.021,3.2
336,0.007,10.304,-0.022,3.2
337,0.008,10.304,-0.023,3.201
338,0.008,10.304,-0.022,3.201
339,0.009,10.303,-0.022,3.202
340,0.009,10.303,-0.023,3.2
341,0.009,10.303,-0.022,3.202
342,0.01,10.304,-0.021,3.202
343,0.009,10.304,-0.021,3.204
344,0.011,10.307,-0.019,3.205
345,0.012,10.308,-0.019,3.206
346,0.013,10.308,-0.017,3.206
347,0.015,10.309,-0.015,3.208
348,0.017,10.311,-0.014,3.209
349,0.017,10.313,-0.013,3.209
350,0.018,10.313,-0.014,3.209
351,0.02,10.313,-0.011,3.211
352,0.021,10.315,-0.011,3.214
353,0.022,10.316,-0.01,3.215
354,0.022,10.318,-0.007,3.217
355,0.02,10.32,-0.006,3.219
356,0.02,10.324,-0.005,3.22
357,0.02,10.325,-0.003,3.223
358,0.02,10.324,-0.001,3.226
359,0.02,10.325,-0.001,3.227
360,0.018,10.327,-0.001,3.229
361,0.018,10.329,-0.001,3.229
362,0.018,10.33,-0.001,3.228
363,0.018,10.33,-0.001,3.23
364,0.018,10.33,-0.001,3.232
365,0.018,10.331,-0.002,3.231
366,0.018,10.332,-0.001,3.231
367,0.017,10.334,0.0,3.233
368,0.018,10.334,0.0,3.235
369,0.022,10.334,-0.001,3.234
370,0.025,10.333,-0.002,3.232
371,0.022,10.335,-0.003,3.233
372,0.024,10.336,-0.004,3.231
373,0.024,10.335,-0.005,3.231
374,0.02,10.334,-0.008,3.23
375,0.019,10.332,-0.01,3.228
376,0.02,10.329,-0.012,3.228
377,0.021,10.326,-0.012,3.228
378,0.02,10.326,-0.013,3.226
379,0.021,10.327,-0.014,3.227
380,0.02,10.327,-0.017,3.224
381,0.017,10.325,-0.018,3.223
382,0.014,10.324,-0.02,3.221
383,0.014,10.323,-0.022,3.218
384,0.011,10.321,-0.027,3.214
385,0.008,10.318,-0.031,3.21
386,0.007,10.314,-0.034,3.209
387,0.005,10.311,-0.035,3.206
388,0.004,10.312,-0.037,3.205
389,0.003,10.311,-0.039,3.203
390,0.001,10.309,-0.045,3.201
391,0.0,10.305,-0.05,3.199
392,-0.002,10.303,-0.053,3.197
393,-0.004,10.303,-0.053,3.195
394,-0.006,10.299,-0.055,3.193
395,-0.008,10.298,-0.059,3.191
396,-0.009,10.297,-0.059,3.188
397,-0.011,10.294,-0.062,3.186
398,-0.011,10.291,-0.063,3.185
399,-0.013,10.289,-0.068,3.184
400,-0.014,10.288,-0.072,3.182
401,-0.016,10.286,-0.074,3.181
402,-0.017,10.285,-0.075,3.18
403,-0.016,10.285,-0.073,3.18
404,-0.016,10.282,-0.069,3.179
405,-0.016,10.282,-0.067,3.182
406,-0.016,10.282,-0.066,3.181
407,-0.016,10.282,-0.064,3.179
408,-0.018,10.282,-0.064,3.179
409,-0.017,10.281,-0.062,3.179
410,-0.017,10.279,-0.062,3.179
411,-0.017,10.279,-0.062,3.18
412,-0.018,10.281,-0.062,3.179
413,-0.017,10.28,-0.061,3.18
414,-0.016,10.279,-0.06,3.179
415,-0.015,10.279,-0.059,3.181
416,-0.014,10.281,-0.057,3.182
417,-0.012,10.281,-0.055,3.183
418,-0.011,10.282,-0.052,3.185
419,-0.008,10.282,-0.05,3.185
420,-0.007,10.283,-0.048,3.186
421,-0.005,10.285,-0.046,3.188
422,-0.004,10.281,-0.044,3.189
423,-0.002,10.281,-0.042,3.191
424,-0.0,10.284,-0.041,3.192
425,-0.0,10.284,-0.039,3.193
426,0.002,10.286,-0.035,3.194
427,0.004,10.288,-0.034,3.197
428,0.005,10.29,-0.031,3.199
429,0.007,10.291,-0.029,3.2
430,0.01,10.294,-0.026,3.203
431,0.01,10.296,-0.025,3.205
432,0.013,10.299,-0.022,3.206
433,0.013,10.302,-0.02,3.207
434,0.015,10.303,-0.018,3.208
435,0.015,10.304,-0.017,3.21
436,0.018,10.304,-0.016,3.211
437,0.02,10.306,-0.014,3.211
438,0.021,10.306,-0.014,3.211
439,0.021,10.308,-0.013,3.213
440,0.021,10.308,-0.013,3.213
441,0.045,10.308,-0.012,3.214
442,0.084,10.309,-0.01,3.215
443,0.116,10.31,-0.009,3.217
444,0.139,10.313,-0.008,3.218
445,0.151,10.314,-0.006,3.219
446,0.144,10.316,-0.004,3.222
447,0.13,10.317,-0.003,3.222
448,0.11,10.319,-0.002,3.224
449,0.092,10.319,-0.001,3.225
450,0.076,10.321,0.001,3.227
451,0.061,10.322,0.002,3.229
452,0.045,10.324,0.003,3.23
453,0.034,10.324,0.004,3.23
454,0.032,10.323,0.003,3.228
455,0.035,10.323,0.003,3.229
456,0.034,10.322,0.004,3.23
457,0.036,10.322,0.003,3.23
458,0.035,10.321,0.004,3.231
459,0.035,10.322,0.004,3.23
460,0.034,10.321,0.003,3.229
461,0.033,10.321,0.002,3.227
462,0.032,10.321,0.0,3.226
463,0.032,10.32,0.0,3.227
464,0.032,10.319,-0.001,3.225
465,0.031,10.317,-0.001,3.225
466,0.03,10.316,-0.001,3.224
467,0.03,10.316,-0.003,3.223
468,0.028,10.315,-0.003,3.221
469,0.028,10.315,-0.003,3.223
470,0.028,10.314,-0.004,3.222
471,0.027,10.313,-0.004,3.221
472,0.025,10.314,-0.007,3.219
473,0.027,10.312,-0.007,3.218
474,0.025,10.311,-0.007,3.218
475,0.025,10.311,-0.007,3.217
476,0.025,10.31,-0.008,3.218
477,0.025,10.309,-0.008,3.218
478,0.024,10.309,-0.007,3.217
479,0.024,10.309,-0.007,3.218
480,0.024,10.31,-0.007,3.218
481,0.025,10.312,-0.006,3.219
482,0.025,10.313,-0.006,3.219
483,0.026,10.313,-0.005,3.22
484,0.026,10.315,-0.005,3.22
485,0.027,10.316,-0.005,3.219
486,0.027,10.316,-0.005,3.219
487,0.028,10.317,-0.003,3.22
488,0.029,10.319,-0.003,3.222
489,0.031,10.319,-0.001,3.223
490,0.032,10.321,-0.0,3.224
491,0.034,10.323,0.0,3.226
492,0.034,10.324,0.003,3.227
493,0.035,10.324,0.003,3.228
494,0.035,10.323,0.004,3.231
495,0.036,10.325,0.005,3.231
496,0.037,10.327,0.007,3.232
497,0.039,10.33,0.009,3.233
498,0.039,10.33,0.011,3.234
499,0.04,10.33,0.011,3.235
500,0.042,10.331,0.011,3.236
501,0.041,10.332,0.012,3.237
502,0.039,10.333,0.013,3.238
503,0.038,10.336,0.014,3.239
504,0.036,10.336,0.015,3.241
505,0.036,10.337,0.014,3.242
506,0.036,10.338,0.014,3.242
507,0.038,10.341,0.015,3.244
508,0.04,10.341,0.016,3.244
509,0.04,10.342,0.016,3.245
510,0.044,10.34,0.016,3.245
511,0.042,10.342,0.015,3.246
512,0.042,10.342,0.016,3.247
513,0.044,10.342,0.016,3.248
514,0.044,10.343,0.015,3.247
515,0.043,10.345,0.014,3.248
516,0.043,10.344,0.014,3.247
517,0.042,10.345,0.014,3.246
518,0.043,10.342,0.013,3.246
519,0.044,10.342,0.012,3.246
520,0.044,10.341,0.011,3.245
521,0.045,10.336,0.009,3.245
522,0.044,10.341,0.008,3.243
523,0.043,10.339,0.007,3.241
524,0.043,10.339,0.005,3.24
525,0.04,10.334,0.004,3.24
526,0.04,10.33,0.001,3.237
527,0.038,10.334,-0.0,3.238
528,0.038,10.331,-0.001,3.236
529,0.036,10.33,-0.002,3.235
530,0.035,10.325,-0.005,3.233
531,0.035,10.327,-0.007,3.231
532,0.033,10.324,-0.009,3.229
533,0.033,10.327,-0.012,3.226
534,0.031,10.323,-0.017,3.225
535,0.029,10.324,-0.018,3.224
536,0.028,10.321,-0.017,3.224
537,0.027,10.322,-0.02,3.223
538,0.026,10.321,-0.02,3.22
539,0.025,10.313,-0.021,3.22
540,0.023,10.315,-0.021,3.218
541,0.022,10.316,-0.023,3.218
542,0.022,10.308,-0.025,3.214
543,0.021,10.312,-0.027,3.214
544,0.02,10.305,-0.028,3.213
545,0.021,10.307,-0.032,3.213
546,0.019,10.303,-0.031,3.211
547,0.02,10.304,-0.024,3.214
548,0.019,10.31,-0.021,3.212
549,0.02,10.308,-0.019,3.213
550,0.017,10.303,-0.02,3.211
551,0.017,10.302,-0.02,3.211
552,0.016,10.305,-0.021,3.21
553,0.018,10.305,-0.021,3.212
554,0.018,10.301,-0.022,3.212
555,0.017,10.296,-0.023,3.21
556,0.019,10.309,-0.024,3.21
557,0.019,10.304,-0.023,3.211
558,0.018,10.302,-0.022,3.212
559,0.021,10.304,-0.021,3.212
560,0.021,10.303,-0.019,3.212
561,0.022,10.307,-0.019,3.213
562,0.022,10.306,-0.017,3.214
563,0.024,10.304,-0.017,3.213
564,0.023,10.305,-0.018,3.213
565,0.024,10.304,-0.016,3.214
566,0.023,10.307,-0.015,3.215
567,0.025,10.309,-0.012,3.215
568,0.026,10.311,-0.011,3.217
569,0.027,10.311,-0.009,3.219
570,0.029,10.314,-0.006,3.219
571,0.031,10.314,-0.005,3.221
572,0.032,10.316,-0.003,3.223
573,0.032,10.317,-0.002,3.223
574,0.034,10.317,-0.001,3.223
575,0.035,10.32,0.001,3.225
576,0.035,10.319,0.002,3.227
577,0.035,10.321,0.003,3.227
578,0.037,10.321,0.004,3.228
579,0.039,10.321,0.005,3.229
580,0.039,10.324,0.006,3.231
581,0.04,10.325,0.008,3.231
582,0.04,10.327,0.008,3.232
583,0.043,10.326,0.009,3.233
584,0.041,10.327,0.009,3.233
585,0.065,10.329,0.012,3.235
586,0.127,10.33,0.012,3.236
587,0.187,10.333,0.015,3.238
588,0.243,10.333,0.014,3.238
589,0.295,10.333,0.015,3.239
590,0.338,10.334,0.016,3.239
591,0.375,10.335,0.017,3.24
592,0.397,10.337,0.019,3.242
593,0.413,10.338,0.022,3.246
594,0.408,10.341,0.023,3.246
595,0.388,10.341,0.025,3.247
596,0.355,10.341,0.027,3.249
597,0.327,10.34,0.028,3.249
598,0.299,10.34,0.027,3.247
599,0.272,10.338,0.025,3.245
600,0.246,10.338,0.024,3.243
601,0.222,10.338,0.022,3.242
602,0.198,10.337,0.021,3.24
603,0.176,10.337,0.018,3.236
604,0.158,10.334,0.018,3.237
605,0.134,10.335,0.017,3.237
606,0.115,10.331,0.02,3.239
607,0.094,10.329,0.017,3.236
608,0.072,10.326,0.012,3.231
609,0.05,10.326,0.009,3.23
610,0.035,10.324,0.009,3.231
611,0.037,10.322,0.008,3.229
612,0.036,10.322,0.007,3.228
613,0.034,10.32,0.005,3.227
614,0.034,10.321,0.004,3.225
615,0.034,10.321,0.003,3.224
616,0.034,10.32,0.003,3.225
617,0.031,10.32,0.0,3.223
618,0.032,10.319,-0.0,3.223
619,0.032,10.32,-0.001,3.223
620,0.033,10.32,-0.0,3.223
621,0.032,10.318,-0.001,3.224
622,0.032,10.318,-0.002,3.224
623,0.032,10.317,-0.002,3.224
624,0.031,10.318,-0.002,3.224
625,0.029,10.321,-0.001,3.226
626,0.031,10.321,0.001,3.227
627,0.032,10.32,0.003,3.231
628,0.035,10.321,0.0,3.23
629,0.035,10.321,0.003,3.232
630,0.035,10.321,0.004,3.232
631,0.035,10.321,0.002,3.231
632,0.035,10.322,0.003,3.233
633,0.036,10.324,0.005,3.235
634,0.039,10.326,0.006,3.236
635,0.039,10.326,0.009,3.239
636,0.04,10.328,0.01,3.239
637,0.042,10.329,0.01,3.24
638,0.042,10.33,0.011,3.242
639,0.044,10.331,0.013,3.244
640,0.045,10.333,0.014,3.245
641,0.045,10.333,0.014,3.244
642,0.046,10.336,0.015,3.245
643,0.047,10.338,0.016,3.246
644,0.048,10.34,0.016,3.248
645,0.049,10.342,0.018,3.249
646,0.05,10.343,0.02,3.252
647,0.052,10.345,0.023,3.254
648,0.055,10.347,0.024,3.256
649,0.055,10.348,0.024,3.258
650,0.056,10.351,0.024,3.258
651,0.055,10.351,0.025,3.258
652,0.055,10.353,0.026,3.259
653,0.058,10.352,0.025,3.259
654,0.058,10.355,0.026,3.261
655,0.06,10.355,0.026,3.261
656,0.06,10.355,0.027,3.262
657,0.06,10.355,0.026,3.263
658,0.06,10.356,0.026,3.263
659,0.06,10.357,0.026,3.263
660,0.06,10.357,0.025,3.262
661,0.083,10.357,0.025,3.262
662,0.124,10.356,0.026,3.262
663,0.162,10.355,0.025,3.262
664,0.192,10.355,0.025,3.262
665,0.216,10.355,0.024,3.261
666,0.229,10.354,0.022,3.26
667,0.229,10.353,0.019,3.259
668,0.214,10.351,0.02,3.258
669,0.194,10.349,0.019,3.257
670,0.171,10.348,0.017,3.256
671,0.151,10.346,0.017,3.255
672,0.133,10.346,0.016,3.253
673,0.115,10.347,0.014,3.253
674,0.094,10.344,0.01,3.251
675,0.075,10.341,0.009,3.249
676,0.056,10.338,0.008,3.248
677,0.049,10.338,0.006,3.246
678,0.047,10.338,0.007,3.244
679,0.048,10.338,0.006,3.246
680,0.047,10.336,0.006,3.245
681,0.046,10.335,0.007,3.244
682,0.044,10.333,0.007,3.244
683,0.043,10.332,0.007,3.242
684,0.04,10.33,0.006,3.241
685,0.038,10.329,0.003,3.239
686,0.036,10.327,-0.001,3.236
687,0.034,10.325,-0.006,3.234
688,0.032,10.326,-0.009,3.232
689,0.032,10.325,-0.009,3.231
690,0.03,10.323,-0.012,3.23
691,0.027,10.321,-0.013,3.227
692,0.026,10.32,-0.014,3.225
693,0.026,10.318,-0.014,3.226
694,0.026,10.319,-0.015,3.225
695,0.026,10.319,-0.014,3.224
696,0.026,10.319,-0.013,3.225
697,0.026,10.317,-0.014,3.225
698,0.025,10.318,-0.015,3.224
699,0.025,10.316,-0.015,3.224
700,0.024,10.316,-0.014,3.224
701,0.023,10.314,-0.014,3.224
702,0.023,10.313,-0.013,3.223
703,0.023,10.313,-0.014,3.223
704,0.024,10.314,-0.013,3.223
705,0.025,10.316,-0.012,3.224
706,0.026,10.317,-0.011,3.224
707,0.027,10.317,-0.01,3.225
708,0.029,10.317,-0.009,3.226
709,0.03,10.318,-0.008,3.227
710,0.03,10.319,-0.007,3.228
711,0.031,10.32,-0.006,3.229
712,0.031,10.319,-0.005,3.23
713,0.032,10.32,-0.003,3.232
714,0.034,10.321,-0.002,3.232
715,0.035,10.321,-0.001,3.232
716,0.035,10.321,0.0,3.233
717,0.036,10.323,0.002,3.235
718,0.038,10.322,0.003,3.236
719,0.039,10.323,0.005,3.236
720,0.04,10.325,0.008,3.237
721,0.041,10.327,0.009,3.239
722,0.042,10.328,0.009,3.239
723,0.043,10.329,0.011,3.242
724,0.046,10.33,0.012,3.244
725,0.046,10.332,0.014,3.245
726,0.049,10.334,0.015,3.245
727,0.049,10.334,0.016,3.245
728,0.048,10.334,0.016,3.247
729,0.052,10.335,0.017,3.247
730,0.116,10.336,0.017,3.248
731,0.18,10.338,0.018,3.249
732,0.249,10.338,0.018,3.249
733,0.318,10.341,0.021,3.251
734,0.377,10.341,0.02,3.252
735,0.432,10.341,0.022,3.253
736,0.483,10.342,0.024,3.254
737,0.527,10.342,0.023,3.255
738,0.565,10.343,0.024,3.254
